BUSS_AXIS_1,BUSS_AXIS_2,BUSS_AXIS_3,BUSS_AXIS_4,BUSS_AXIS_5,BUSS_AXIS_6,BUSS_AXIS_7,BUSS_AXIS_8,BUSS_AXIS_9,BUSS_AXIS_10,SENTIMENT_LABEL
-0.09618946234843317,0.07969477618187754,0.017223407548887296,-0.052483342014363416,-0.0015452443150572493,0.013220138632577903,-0.13524263718425855,0.02917222023611206,0.019246971458654814,-0.05129556771978587,1
-0.06686216247157482,-0.09943835065219664,-0.05199638978399107,-0.094981083556488,0.09325422891487752,0.04545600117145214,0.14908120578655176,-0.07210877914467567,0.16891872909945735,-0.06393305489708559,1
0.030626401610056628,-0.07211262852788682,0.04849673211739996,0.04189881116988962,-0.012080765240087426,-0.019262055365025513,0.04693085778229922,-0.029688545495421218,0.0008304492664845764,0.011787038635136911,1
0.004755123422139786,0.03632875241647074,0.07260739589404827,0.01327956759526667,0.0016378300706852969,0.02670538872613402,-0.020203737817310583,0.02055318918310584,0.04879502206341392,-0.04762480668193241,1
-0.08160042543418414,0.15081499732417028,0.012823430474543552,0.07416587012181082,0.028921857957360318,0.006539360891305152,0.07765446681128967,-0.03988644527605882,0.010296344584394797,-0.02360366403538935,1
0.12423520876509185,-0.018628860853088423,0.08394425604747313,-0.042160721074708585,0.04396280970887641,-0.06559474469105639,0.0949467826503696,0.042231633377168745,-0.014768350195835778,-0.08291133240497761,1
0.08750463877769761,-0.04259928765468077,0.10960769762173621,0.011053001120882675,0.030943046480800367,0.014880113039879416,0.01447194372432318,0.003300877285341756,0.02265693911763584,0.04104124833435131,1
0.07160369151152512,-0.016285275405489904,0.10615735329348876,-0.05939393611520514,0.03439776122974845,0.012717375696125969,-0.03298978733691072,0.02188348158495182,-0.0010814081790157506,0.024693894171433552,1
-0.017278698076094355,-0.03941839223647428,0.023959167042759088,-0.037200161325174994,0.20489818307774102,-0.021717568623022245,0.02849600474366374,0.12587147090045767,-0.09370554616467004,-0.1046281992613798,1
-0.04083934842195942,-0.050629737426219186,0.056921517747049344,0.02760841792522556,0.039152485279947316,-0.021570559996936804,0.10720325937985752,0.015744252082395,-0.0021079485607302076,0.08655836587165708,1
-0.022727048371576655,-0.04949936501317336,0.042052805807170544,-0.07873258834105404,0.12218341337619755,-0.05895800232901307,-0.003143767610897849,0.10817903682794539,-0.03983034711180132,0.042691430624678416,1
-0.03956853022157804,-0.05769597817184039,0.032443364586648225,0.025717091781832856,0.041728464382867106,-0.01364068962243476,-0.0354160382261272,0.03665408954729122,-0.021185582258715457,0.021164843737566264,1
